Sentence,Sign Language
ඒ අතරේ මගේ ඇඟ ටිකින් ටික වෙනස්වුනා,ඒ අතර මගේ ඇඟ ටික ටික වෙනස්වෙනවා
දවසක් මම කෝෂයෙන් එළියට ආවා,දවස මම කෝෂය එළිය එනවා
මට මොකද උනේ,මට මොකක්ද වෙනවා
අලුත් වෙලා,අලුත් වෙනවා
මගේ මුලු ඇඟම වෙනස් වෙලා,මගේ මුලු ඇඟ වෙනස්වෙනවා
මට හිතාගන්න බෑ,මට හිතනවා බෑ
පාට පාට අත්තටු ඇවිල්ලා,පාට පාට අත්තටු එනවා
හරි පුදුමයි,හරි පුදුම
ඇත්තටම මේ මමද,ඇත්ත මේ මම ද
මම වටපිට බැලුවා,මම වටපිට බලනවා
සමනලුන් අත්තටු සළමින් පියාඹනවා,සමනලු අත්තටු සළනවා පියාඹනවා
මමත් එයාලා වගේ කියලා මට හිතුනා,මම එයාලා වගේ මට හිතෙනවා
මටත් දැන් පියාඹන්න පුලුවන්,මට දැන් පියාඹනවා පුලුවන්
බඩගින්නත් දැනුනා,බඩගින්න දැනෙනවා
මම කොළයට ලං වුණා,මම කොළය ළඟ වෙනවා
ඒත් කොළ කන්න බෑ,ඒත් කොළ කනවා බෑ
මම සමනලුන් දිහා බැලුවා,මම සමනලු බලනවා
එයාලා ඈතට පියාඹනවා,එයාලා ඈත පියාඹනවා
මමත් එයාලත් එක්ක පියාඹුවා,මමත එයාලා පියාඹනවා
පාට පාට මල් පිරිලා,පාට පාට මල් පිරෙනවා
ලස්සන මල් වත්තක්,ලස්සන මල් වත්ත
සමනල්ලු රංචුව මල්වලට ළං වුණා,සමනල්ලු රංචුව මල් ළඟ වෙනවා
පැණි බොන්න පටන් ගත්තා,පැණි බොනවා පටන්ගන්නවා
මමත් මලක් උඩ වැහුවා,මම මල උඩ වහනවා
පැණි ටිකක් බිව්වා,පැණි ටික බොනවා
මල් පෙති මගේ අත්තටු වගේ හරිම සිනිදුයි,මල් පෙති මගේ අත්තටු ගොඩාක් සිනිදු
ඒවගේම පාට පාට යාලුවෝ ටිකක් මම දැක්කා,ඒ පාට පාට යාලුවෝ ටික මම දකිනවා
මම ළං වෙලා බැලුවා,මම ළඟ බලනවා
එයාලා මා අඳුර ගත්තේ නෑ,එයා මම අඳුරනවා නෑ
මම හුඟක් වෙනස් වෙලා,මම හුඟක් වෙනස්වෙනවා
මම දැන් දලබුවෙක් නෙමෙයි,මම දැන් දලබුවා නෑ
මම දැන් සමනලයෙක්,මම දැන් සමනලයා
ආයුබෝවන්,ආයුබෝවන්
අද අපේ ළමා සමිතිය රැස්වෙන දවස,අද අපේ ළමා සමිතිය රැස්වෙනවා දවස
හැමෝම සූදානම් වෙලා ආවා නේද,හැමෝම සූදානම්වෙනවා එනවා ද
ගුරුතුමිය ඇහුවා,ගුරුතුමිය අහනවා
ඔව් හැමෝම එක හඬින් පිළිතුරු දුන්නා,ඔව් හැමෝම එක හඬ පිළිතුරුදෙනවා
මුලින්ම ඔහුගේ කතාවෙන් අපි සමිතියේ වැඩ පටන්ගනිමු,මුලින් ඔහු කතාව අපි සමිතිය වැඩ පටන්ගන්නවා
ගුරුතුමිය කිව්වා,ගුරුතුමිය කියනවා
පොත් කියවීමෙන් මිනිසා සම්පූර්ණ වෙයි,පොත් කියවීම මිනිසා සම්පූර්ණවෙනවා
අද මම කතා කරන්නේ පොත් කියවීමේ අගය ගැන,අද මම කතාකරනවා පොත් කියවීම අගය
අපි අපේ විවේකය ගතකරන්න විවිධ දේවල් කරනවා,අපි අපේ විවේක ගතකරනවා විවිධ දේවල් කරනවා
පොත් කියවීමෙන් අපට ඒ කාලය සතුටින් විනෝදයෙන් සැහැල්ලුවෙන් ගත කරන්න පුලුවන්,පොත කියවීම අපට ඒ කාලය සතුට විනෝදය සැහැල්ලුව ගතකරනවා පුලුවන්
කවි ගීත කතන්දර පොත් කියවලා දැනුම ලබන්නත් පුලුවන්,කවි ගීත කතන්දර පොත පොතබලනවා දැනුම ලබනවා පුලුවන්
මගේ විනෝදාංශය පොත් කියවීම,මගේ විනෝදාංශය පොත පොතබලනවා
පාසලේ පුස්තකාලෙන් පොත් අරගෙන යනවා,පාසල පුස්තකාලය පොත ගන්නවා යනවා
මගේ උපන් දිනයට මට පොතක් ලැබෙනවා,මගේ උපන් දිනය මට පොත ලැබෙනවා
ලස්සන පින්තූර චිත්‍ර වගේම අලුත් තොරතුරු ඒ පොත්වල තියෙනවා,ලස්සන පින්තූර චිත්‍ර අලුත් තොරතුරු ඒ පොත තියෙනවා
පොත් කියවද්දි පොතේ තියෙන දේවල් හිතේ මැවෙනවා,පොතබලනවා පොත තියෙනවා දේ හිත මැවෙනවා
තව තවත් පොත් කියවන්න ආස හිතෙනවා,තව තව පොත පොතබලනවා ආසව හිතෙනවා
ඒ වගේ ලියන්න ඇත්නම් කියා මටත් හිතෙනවා,ඒ වගේ ලියනවා ඇත්නම් මට හිතෙනවා
අපි හැමෝම පොත් කියවීමට පුරුදු වෙමු,අපි හැමෝම පොතබලනවා පුරුදුවෙනවා
මට සවන් දුන්නාට හැම දෙනාටම ස්තුතියි,මට සවන්දෙනවා හැමෝම ස්තුති
ඔහුගේ කතාවට හැමෝම සතුටින් අත්පොළසන් දුන්නා,ඔහු කතාව හැමෝම සතුටින් අත්පුඩිගහනවා
ඊළඟට ඇයගේ කවියක් මම සභාවට ඉදිරිපත් කරන්නේ,ඊළඟ ඇය කවිය මම සභාව ඉදිරිපත්කරනවා
